,Label,FileName,Score,left,top,Width,Height
1019,lavenderDie,MC2-Image-Data/Person17/Person17_40.jpg,0.43715,1774,1265,370,408
1020,canadaPencil,MC2-Image-Data/Person17/Person17_56.jpg,0.26983,629,664,1029,2122
1021,eyeball,MC2-Image-Data/Person17/Person17_56.jpg,0.39213000000000003,1535,1360,588,817
1022,redWhistle,MC2-Image-Data/Person17/Person17_56.jpg,0.45825,1184,1121,939,1263
1023,blueSunglasses,MC2-Image-Data/Person17/Person17_56.jpg,0.32006,9,1165,710,675
1024,cloudSign,MC2-Image-Data/Person17/Person17_42.jpg,0.28945,9,2035,645,1241
1025,cloudSign,MC2-Image-Data/Person17/Person17_43.jpg,0.46818000000000004,939,1012,727,1415
1026,eyeball,MC2-Image-Data/Person17/Person17_43.jpg,0.44664,906,1088,449,882
1027,sign,MC2-Image-Data/Person17/Person17_43.jpg,0.27756,963,1807,694,1469
1028,blueSunglasses,MC2-Image-Data/Person17/Person17_43.jpg,0.32511999999999996,1249,1545,466,381
1029,lavenderDie,MC2-Image-Data/Person17/Person17_43.jpg,0.42478,1371,1469,204,523
1030,yellowBag,MC2-Image-Data/Person17/Person17_43.jpg,0.2966,1037,490,1420,2013
1031,eyeball,MC2-Image-Data/Person17/Person17_57.jpg,0.30868,808,1045,621,991
1032,pumpkinNotes,MC2-Image-Data/Person17/Person17_57.jpg,0.34524,882,11,1192,1752
1033,cloudSign,MC2-Image-Data/Person17/Person17_9.jpg,0.26486,1165,719,653,792
1034,pinkCandle,MC2-Image-Data/Person17/Person17_9.jpg,0.30696999999999997,936,58,240,759
1035,pumpkinNotes,MC2-Image-Data/Person17/Person17_53.jpg,0.26336,1086,11,1135,1785
1036,birdCall,MC2-Image-Data/Person17/Person17_47.jpg,0.2659,90,11,1061,1502
1037,canadaPencil,MC2-Image-Data/Person17/Person17_47.jpg,0.29091999999999996,629,1339,670,1937
1038,noisemaker,MC2-Image-Data/Person17/Person17_47.jpg,0.33974,74,1186,1820,2089
1039,partyFavor,MC2-Image-Data/Person17/Person17_47.jpg,0.44435,9,11,988,1763
1040,pinkCandle,MC2-Image-Data/Person17/Person17_47.jpg,0.36016,1012,1121,278,1252
1041,sign,MC2-Image-Data/Person17/Person17_47.jpg,0.39924,262,11,351,2166
1042,lavenderDie,MC2-Image-Data/Person17/Person17_47.jpg,0.3472,1208,1317,172,349
1043,canadaPencil,MC2-Image-Data/Person17/Person17_46.jpg,0.27671,768,109,1110,1817
1044,canadaPencil,MC2-Image-Data/Person17/Person17_52.jpg,0.2513,229,708,1477,1535
1045,eyeball,MC2-Image-Data/Person17/Person17_52.jpg,0.39348,9,2557,523,719
1046,pumpkinNotes,MC2-Image-Data/Person17/Person17_8.jpg,0.26399,1839,9,1437,1437
1047,sign,MC2-Image-Data/Person17/Person17_44.jpg,0.5153,9,1295,580,1981
1048,birdCall,MC2-Image-Data/Person17/Person17_50.jpg,0.55084,547,1099,1184,1741
1049,cloudSign,MC2-Image-Data/Person17/Person17_50.jpg,0.26108000000000003,1127,1208,694,1502
1050,pumpkinNotes,MC2-Image-Data/Person17/Person17_50.jpg,0.39502,539,893,1551,2383
1051,sign,MC2-Image-Data/Person17/Person17_50.jpg,0.32395999999999997,376,1176,466,2100
1052,blueSunglasses,MC2-Image-Data/Person17/Person17_50.jpg,0.30734,1061,1578,849,784
1053,yellowBag,MC2-Image-Data/Person17/Person17_50.jpg,0.35433000000000003,539,1208,1551,1959
1054,cloudSign,MC2-Image-Data/Person17/Person17_51.jpg,0.2733,9,11,621,1545
1055,sign,MC2-Image-Data/Person17/Person17_51.jpg,0.25068,1069,218,506,3025
1056,yellowBag,MC2-Image-Data/Person17/Person17_51.jpg,0.33914,1208,1056,1249,2220
1057,birdCall,MC2-Image-Data/Person17/Person17_45.jpg,0.31306,515,381,914,1785
1058,eyeball,MC2-Image-Data/Person17/Person17_45.jpg,0.37605,1143,1154,637,762
1059,blueSunglasses,MC2-Image-Data/Person17/Person17_45.jpg,0.41781,408,1219,759,577
1060,lavenderDie,MC2-Image-Data/Person17/Person17_45.jpg,0.58182,1363,1263,229,414
1061,birdCall,MC2-Image-Data/Person17/Person17_22.jpg,0.4531,637,55,988,1970
1062,cloudSign,MC2-Image-Data/Person17/Person17_22.jpg,0.42615,180,991,849,1437
1063,cupcakePaper,MC2-Image-Data/Person17/Person17_22.jpg,0.28528000000000003,1632,218,776,1186
1064,eyeball,MC2-Image-Data/Person17/Person17_22.jpg,0.30955,1355,2318,596,719
1065,pinkCandle,MC2-Image-Data/Person17/Person17_22.jpg,0.31065,539,1001,156,1034
1066,blueSunglasses,MC2-Image-Data/Person17/Person17_22.jpg,0.33455,400,1110,776,795
1067,stickerBox,MC2-Image-Data/Person17/Person17_22.jpg,0.38118,433,1339,1053,1937
1068,cloudSign,MC2-Image-Data/Person17/Person17_36.jpg,0.34654,1681,1328,653,1263
1069,eyeball,MC2-Image-Data/Person17/Person17_36.jpg,0.2897,123,1894,621,653
1070,sign,MC2-Image-Data/Person17/Person17_36.jpg,0.32744,1959,599,457,2677
1071,cloudSign,MC2-Image-Data/Person17/Person17_37.jpg,0.26497,923,11,751,1241
1072,eyeball,MC2-Image-Data/Person17/Person17_37.jpg,0.4595,1192,175,572,817
1073,redWhistle,MC2-Image-Data/Person17/Person17_37.jpg,0.52712,433,762,678,947
1074,sign,MC2-Image-Data/Person17/Person17_37.jpg,0.42926000000000003,637,740,645,2536
1075,cloudSign,MC2-Image-Data/Person17/Person17_23.jpg,0.31199,1388,120,898,1785
1076,eyeball,MC2-Image-Data/Person17/Person17_23.jpg,0.33771,1020,1143,539,806
1077,cloudSign,MC2-Image-Data/Person17/Person17_35.jpg,0.32950999999999997,9,512,555,1502
1078,eyeball,MC2-Image-Data/Person17/Person17_35.jpg,0.26765,1902,871,555,860
1079,cloudSign,MC2-Image-Data/Person17/Person17_21.jpg,0.43287,417,860,735,1730
1080,eyeball,MC2-Image-Data/Person17/Person17_21.jpg,0.32816,1861,229,596,697
1081,blueSunglasses,MC2-Image-Data/Person17/Person17_21.jpg,0.25578,343,1437,898,621
1082,canadaPencil,MC2-Image-Data/Person17/Person17_20.jpg,0.26615,9,610,1257,1730
1083,cloudSign,MC2-Image-Data/Person17/Person17_20.jpg,0.29914,564,1360,800,1676
1084,eyeball,MC2-Image-Data/Person17/Person17_20.jpg,0.29548,1355,1088,604,882
1085,redWhistle,MC2-Image-Data/Person17/Person17_20.jpg,0.49201999999999996,1265,1360,735,1186
1086,sign,MC2-Image-Data/Person17/Person17_20.jpg,0.31861,1706,1371,751,1905
1087,blueSunglasses,MC2-Image-Data/Person17/Person17_20.jpg,0.29736999999999997,1159,1480,653,512
1088,hairClip,MC2-Image-Data/Person17/Person17_20.jpg,0.39361999999999997,1192,1143,621,1230
1089,cloudSign,MC2-Image-Data/Person17/Person17_34.jpg,0.41523999999999994,874,1143,531,1154
1090,eyeball,MC2-Image-Data/Person17/Person17_34.jpg,0.31629,972,11,686,719
1091,hairClip,MC2-Image-Data/Person17/Person17_34.jpg,0.35200000000000004,1167,1828,612,1284
1092,lavenderDie,MC2-Image-Data/Person17/Person17_34.jpg,0.33363000000000004,1339,2155,253,544
1093,yellowBag,MC2-Image-Data/Person17/Person17_34.jpg,0.37099,1404,11,1053,2176
1094,cloudSign,MC2-Image-Data/Person17/Person17_30.jpg,0.40206,327,800,980,1012
1095,eyeball,MC2-Image-Data/Person17/Person17_30.jpg,0.34291,1491,702,947,539
1096,pinkCandle,MC2-Image-Data/Person17/Person17_30.jpg,0.35667,1110,1110,349,751
1097,sign,MC2-Image-Data/Person17/Person17_30.jpg,0.6428,88,58,1001,2130
1098,blueSunglasses,MC2-Image-Data/Person17/Person17_30.jpg,0.3177,1154,874,1176,531
1099,birdCall,MC2-Image-Data/Person17/Person17_24.jpg,0.30903,98,1665,1029,1611
1100,cloudSign,MC2-Image-Data/Person17/Person17_24.jpg,0.37745,1045,251,523,1078
1101,eyeball,MC2-Image-Data/Person17/Person17_24.jpg,0.38299,1176,251,629,1197
1102,metalKey,MC2-Image-Data/Person17/Person17_24.jpg,0.38466999999999996,417,11,1086,1284
1103,cloudSign,MC2-Image-Data/Person17/Person17_18.jpg,0.36454000000000003,1295,523,893,1192
1104,eyeball,MC2-Image-Data/Person17/Person17_18.jpg,0.47018000000000004,468,898,697,498
1105,redWhistle,MC2-Image-Data/Person17/Person17_18.jpg,0.79887,1807,9,1263,653
1106,sign,MC2-Image-Data/Person17/Person17_18.jpg,0.39744,2470,1127,806,1331
1107,blueSunglasses,MC2-Image-Data/Person17/Person17_18.jpg,0.3312,185,963,795,335
1108,hairClip,MC2-Image-Data/Person17/Person17_18.jpg,0.71122,11,694,806,923
1109,cloudSign,MC2-Image-Data/Person17/Person17_19.jpg,0.34255,727,577,825,1339
1110,eyeball,MC2-Image-Data/Person17/Person17_19.jpg,0.3307,1159,534,629,1012
1111,pinkCandle,MC2-Image-Data/Person17/Person17_19.jpg,0.3059,1224,1306,172,893
1112,blueSunglasses,MC2-Image-Data/Person17/Person17_19.jpg,0.26418,115,1295,645,403
1113,hairClip,MC2-Image-Data/Person17/Person17_19.jpg,0.36765,74,512,735,1600
1114,lavenderDie,MC2-Image-Data/Person17/Person17_19.jpg,0.5656,474,1720,245,534
1115,yellowBag,MC2-Image-Data/Person17/Person17_19.jpg,0.34203,9,1524,1159,1752
1116,birdCall,MC2-Image-Data/Person17/Person17_25.jpg,0.40771999999999997,931,1654,1110,1622
1117,cloudSign,MC2-Image-Data/Person17/Person17_25.jpg,0.39181,963,1437,670,1056
1118,pumpkinNotes,MC2-Image-Data/Person17/Person17_25.jpg,0.30091999999999997,1265,784,1135,1458
1119,sign,MC2-Image-Data/Person17/Person17_25.jpg,0.29143,1649,893,384,2383
1120,yellowBag,MC2-Image-Data/Person17/Person17_25.jpg,0.49361000000000005,9,806,1216,2361
1121,cloudSign,MC2-Image-Data/Person17/Person17_31.jpg,0.26304,1486,566,670,1371
1122,eyeball,MC2-Image-Data/Person17/Person17_31.jpg,0.264,1216,1252,539,588
1123,pumpkinNotes,MC2-Image-Data/Person17/Person17_31.jpg,0.31,539,1067,1176,2209
1124,redWhistle,MC2-Image-Data/Person17/Person17_31.jpg,0.6178100000000001,678,1589,914,1197
1125,birdCall,MC2-Image-Data/Person17/Person17_27.jpg,0.35568,9,11,1020,1654
1126,birdCall,MC2-Image-Data/Person17/Person17_33.jpg,0.25626,515,1306,914,1796
1127,canadaPencil,MC2-Image-Data/Person17/Person17_33.jpg,0.26754,147,1622,2008,1578
1128,cloudSign,MC2-Image-Data/Person17/Person17_33.jpg,0.36054,694,1926,547,1012
1129,eyeball,MC2-Image-Data/Person17/Person17_33.jpg,0.30956999999999996,865,392,547,893
1130,redWhistle,MC2-Image-Data/Person17/Person17_33.jpg,0.30365,33,664,792,1186
1131,blueSunglasses,MC2-Image-Data/Person17/Person17_33.jpg,0.26805999999999996,751,2253,784,370
1132,birdCall,MC2-Image-Data/Person17/Person17_32.jpg,0.29404,1224,642,890,1709
1133,cloudSign,MC2-Image-Data/Person17/Person17_32.jpg,0.44228999999999996,833,1633,604,1121
1134,eyeball,MC2-Image-Data/Person17/Person17_32.jpg,0.2718,890,1861,482,686
1135,redWhistle,MC2-Image-Data/Person17/Person17_32.jpg,0.42468999999999996,931,11,1086,1132
1136,sign,MC2-Image-Data/Person17/Person17_32.jpg,0.26274000000000003,1575,175,531,2166
1137,blueSunglasses,MC2-Image-Data/Person17/Person17_32.jpg,0.32609,898,1676,841,599
1138,yellowBag,MC2-Image-Data/Person17/Person17_32.jpg,0.31999,9,1284,1086,1992
1139,birdCall,MC2-Image-Data/Person17/Person17_26.jpg,0.45266999999999996,11,1502,1273,955
1140,cloudSign,MC2-Image-Data/Person17/Person17_26.jpg,0.28515999999999997,1067,1412,860,808
1141,eyeball,MC2-Image-Data/Person17/Person17_26.jpg,0.42565,969,1045,632,890
1142,pinkCandle,MC2-Image-Data/Person17/Person17_26.jpg,0.26583,1393,1159,218,996
1143,redWhistle,MC2-Image-Data/Person17/Person17_26.jpg,0.2781,1230,213,980,776
1144,yellowBag,MC2-Image-Data/Person17/Person17_26.jpg,0.28573000000000004,11,9,1295,1486
1145,pinkCandle,MC2-Image-Data/Person17/Person17_17.jpg,0.31954,1643,457,218,996
1146,pumpkinNotes,MC2-Image-Data/Person17/Person17_17.jpg,0.29285,1023,564,1469,1437
1147,sign,MC2-Image-Data/Person17/Person17_17.jpg,0.33351,653,9,806,1975
1148,cloudSign,MC2-Image-Data/Person17/Person17_16.jpg,0.3152,1992,188,893,1167
1149,eyeball,MC2-Image-Data/Person17/Person17_16.jpg,0.25676,871,327,827,588
1150,redWhistle,MC2-Image-Data/Person17/Person17_16.jpg,0.61617,773,139,1034,931
1151,sign,MC2-Image-Data/Person17/Person17_16.jpg,0.3002,2590,9,653,2057
1152,birdCall,MC2-Image-Data/Person17/Person17_14.jpg,0.27816,670,1480,963,1491
1153,cloudSign,MC2-Image-Data/Person17/Person17_14.jpg,0.28131999999999996,1861,566,596,1382
1154,cloudSign,MC2-Image-Data/Person17/Person17_15.jpg,0.26887,2546,1143,708,988
1155,redWhistle,MC2-Image-Data/Person17/Person17_15.jpg,0.25031,1458,1200,1012,906
1156,blueSunglasses,MC2-Image-Data/Person17/Person17_15.jpg,0.2862,2274,466,806,278
1157,yellowBag,MC2-Image-Data/Person17/Person17_15.jpg,0.3418,11,9,1861,1176
1158,canadaPencil,MC2-Image-Data/Person17/Person17_29.jpg,0.25190999999999997,414,776,2242,1681
1159,cloudSign,MC2-Image-Data/Person17/Person17_29.jpg,0.40364,305,82,980,1061
1160,pinkCandle,MC2-Image-Data/Person17/Person17_29.jpg,0.29286999999999996,1839,278,262,678
1161,sign,MC2-Image-Data/Person17/Person17_29.jpg,0.64636,77,9,1023,1943
1162,blueSunglasses,MC2-Image-Data/Person17/Person17_29.jpg,0.29452,1360,408,1208,408
1163,cloudSign,MC2-Image-Data/Person17/Person17_11.jpg,0.30354000000000003,1056,1118,893,1029
1164,blueSunglasses,MC2-Image-Data/Person17/Person17_39.jpg,0.46641000000000005,751,1687,751,566
1165,cloudSign,MC2-Image-Data/Person17/Person17_38.jpg,0.31331,1926,871,506,1230
1166,eyeball,MC2-Image-Data/Person17/Person17_38.jpg,0.27301,1845,795,612,1001
1167,silverStraw,MC2-Image-Data/Person17/Person17_38.jpg,0.28820999999999997,9,1578,1502,1698
1168,yellowBalloon,MC2-Image-Data/Person17/Person17_38.jpg,0.2652,9,370,1608,2905
1169,hairClip,MC2-Image-Data/Person17/Person17_38.jpg,0.57187,1894,991,564,1078
1170,yellowBag,MC2-Image-Data/Person17/Person17_38.jpg,0.42832,319,1219,1290,1981
1171,cloudSign,MC2-Image-Data/Person17/Person17_10.jpg,0.34184000000000003,1078,1118,871,1037
1172,eyeball,MC2-Image-Data/Person17/Person17_10.jpg,0.26979000000000003,1360,931,784,784
1173,pumpkinNotes,MC2-Image-Data/Person17/Person17_10.jpg,0.27789,1284,245,1382,1420
1174,blueSunglasses,MC2-Image-Data/Person17/Person17_10.jpg,0.29864,1469,841,1023,572
1175,cloudSign,MC2-Image-Data/Person17/Person17_12.jpg,0.40944,1034,1069,969,1151
1176,blueSunglasses,MC2-Image-Data/Person17/Person17_12.jpg,0.26616999999999996,1589,931,795,392
1177,yellowBag,MC2-Image-Data/Person17/Person17_13.jpg,0.30205,11,376,1654,1494
1178,birdCall,MC2-Image-Data/Person17/Person17_6.jpg,0.5018,1948,123,1328,1641
1179,cloudSign,MC2-Image-Data/Person17/Person17_6.jpg,0.29212,2068,686,740,849
1180,eyeball,MC2-Image-Data/Person17/Person17_6.jpg,0.33021,2296,156,773,588
1181,partyFavor,MC2-Image-Data/Person17/Person17_6.jpg,0.5031899999999999,1970,629,1306,1045
1182,sign,MC2-Image-Data/Person17/Person17_6.jpg,0.34281999999999996,11,1135,806,1322
1183,hairClip,MC2-Image-Data/Person17/Person17_6.jpg,0.33636,1774,376,871,874
1184,cloudSign,MC2-Image-Data/Person17/Person17_48.jpg,0.26650999999999997,972,729,670,1535
1185,eyeball,MC2-Image-Data/Person17/Person17_48.jpg,0.29889,808,849,661,893
1186,birdCall,MC2-Image-Data/Person17/Person17_60.jpg,0.32176,482,327,980,1861
1187,pumpkinNotes,MC2-Image-Data/Person17/Person17_60.jpg,0.6220600000000001,482,827,980,1839
1188,birdCall,MC2-Image-Data/Person17/Person17_61.jpg,0.49072,1306,1654,1061,1556
1189,cloudSign,MC2-Image-Data/Person17/Person17_61.jpg,0.28415,1706,1894,596,1382
1190,partyFavor,MC2-Image-Data/Person17/Person17_61.jpg,0.27618000000000004,1502,1643,955,1633
1191,pinkCandle,MC2-Image-Data/Person17/Person17_61.jpg,0.39834,1910,1545,204,1360
1192,trophy,MC2-Image-Data/Person17/Person17_61.jpg,0.27331,686,1556,1224,1720
1193,birdCall,MC2-Image-Data/Person17/Person17_49.jpg,0.32578,1094,218,1143,1611
1194,eyeball,MC2-Image-Data/Person17/Person17_49.jpg,0.5413100000000001,1347,501,612,664
1195,sign,MC2-Image-Data/Person17/Person17_49.jpg,0.29602,9,22,645,2492
1196,blueSunglasses,MC2-Image-Data/Person17/Person17_49.jpg,0.37888,1265,838,792,425
1197,yellowBag,MC2-Image-Data/Person17/Person17_49.jpg,0.44848999999999994,539,914,1551,2361
1198,birdCall,MC2-Image-Data/Person17/Person17_7.jpg,0.37818,319,1295,1306,1981
1199,cloudSign,MC2-Image-Data/Person17/Person17_7.jpg,0.25315,9,1915,612,1360
1200,birdCall,MC2-Image-Data/Person17/Person17_5.jpg,0.31686,272,490,1078,1265
1201,eyeball,MC2-Image-Data/Person17/Person17_5.jpg,0.37856,1458,882,1012,539
1202,paperPlate,MC2-Image-Data/Person17/Person17_5.jpg,0.39239,142,139,2720,2318
1203,sign,MC2-Image-Data/Person17/Person17_5.jpg,0.26954,1937,523,523,1543
1204,hairClip,MC2-Image-Data/Person17/Person17_5.jpg,0.6468,403,147,806,963
1205,birdCall,MC2-Image-Data/Person17/Person17_63.jpg,0.36980999999999997,1284,180,1393,1200
1206,cloudSign,MC2-Image-Data/Person17/Person17_63.jpg,0.4771,2209,1004,914,1290
1207,metalKey,MC2-Image-Data/Person17/Person17_63.jpg,0.3184,1132,9,1230,874
1208,partyFavor,MC2-Image-Data/Person17/Person17_63.jpg,0.29677,904,9,1665,1233
1209,pinkCandle,MC2-Image-Data/Person17/Person17_63.jpg,0.30241999999999997,1850,327,272,906
1210,sign,MC2-Image-Data/Person17/Person17_63.jpg,0.39979000000000003,2361,327,632,2130
1211,blueSunglasses,MC2-Image-Data/Person17/Person17_63.jpg,0.42385,1263,661,1437,580
1212,hairClip,MC2-Image-Data/Person17/Person17_63.jpg,0.26919,2198,1192,947,963
1213,cloudSign,MC2-Image-Data/Person17/Person17_62.jpg,0.34479,890,980,841,1480
1214,eyeball,MC2-Image-Data/Person17/Person17_62.jpg,0.3849,1102,1295,449,947
1215,pumpkinNotes,MC2-Image-Data/Person17/Person17_62.jpg,0.26253000000000004,1469,11,988,2318
1216,trophy,MC2-Image-Data/Person17/Person17_62.jpg,0.31025,1265,1241,1135,1981
1217,blueSunglasses,MC2-Image-Data/Person17/Person17_62.jpg,0.38278,1020,1545,580,360
1218,hairClip,MC2-Image-Data/Person17/Person17_62.jpg,0.36587,1543,1872,621,1230
1219,lavenderDie,MC2-Image-Data/Person17/Person17_62.jpg,0.43482,1004,1491,270,468
1220,yellowBag,MC2-Image-Data/Person17/Person17_62.jpg,0.57072,9,11,1649,2438
1221,birdCall,MC2-Image-Data/Person17/Person17_4.jpg,0.25941,11,1428,1317,1029
1222,redWhistle,MC2-Image-Data/Person17/Person17_4.jpg,0.7188899999999999,2089,302,1121,972
1223,blueSunglasses,MC2-Image-Data/Person17/Person17_4.jpg,0.30186999999999997,1219,637,1545,621
1224,yellowBag,MC2-Image-Data/Person17/Person17_4.jpg,0.47233,1371,849,1905,1608
1225,pinkCandle,MC2-Image-Data/Person17/Person17_1.jpg,0.38198000000000004,1600,1641,272,759
1226,sign,MC2-Image-Data/Person17/Person17_1.jpg,0.59372,1317,939,871,1518
1227,birdCall,MC2-Image-Data/Person17/Person17_3.jpg,0.27858,490,441,1132,1347
1228,hairClip,MC2-Image-Data/Person17/Person17_3.jpg,0.27533,381,515,882,939
1229,sign,MC2-Image-Data/Person17/Person17_59.jpg,0.39891,1494,11,702,2046
1230,cloudSign,MC2-Image-Data/Person17/Person17_58.jpg,0.28386999999999996,1437,825,588,923
1231,eyeball,MC2-Image-Data/Person17/Person17_58.jpg,0.35136,2057,408,795,759
1232,pinkCandle,MC2-Image-Data/Person17/Person17_58.jpg,0.38259,1426,1567,164,890
1233,blueSunglasses,MC2-Image-Data/Person17/Person17_58.jpg,0.3818,1567,612,1295,327
1234,redWhistle,MC2-Image-Data/Person17/Person17_64.jpg,0.31739,1720,1649,1556,808
1235,sign,MC2-Image-Data/Person17/Person17_64.jpg,0.5871,795,9,969,1828
1236,pumpkinNotes,MC2-Image-Data/Person17/Person17_2.jpg,0.33049,1589,972,1284,1404
1237,sign,MC2-Image-Data/Person17/Person17_2.jpg,0.47818999999999995,164,482,838,1951
1238,yellowBag,MC2-Image-Data/Person17/Person17_2.jpg,0.26022,1426,800,1850,1657
1239,cloudSign,MC2-Image-Data/Person28/Person28_4.jpg,0.38982,968,1922,857,1613
1240,eyeball,MC2-Image-Data/Person28/Person28_4.jpg,0.26406,817,1775,746,767
1241,sign,MC2-Image-Data/Person28/Person28_4.jpg,0.34919,736,565,474,3481
1242,birdCall,MC2-Image-Data/Person28/Person28_5.jpg,0.46813999999999995,615,1533,1140,2366
1243,eyeball,MC2-Image-Data/Person28/Person28_5.jpg,0.3153,928,1694,928,901
1244,hairClip,MC2-Image-Data/Person28/Person28_5.jpg,0.28248,787,780,807,1667
1245,redWhistle,MC2-Image-Data/Person28/Person28_6.jpg,0.8619,,,1573,1544
1246,hairClip,MC2-Image-Data/Person28/Person28_6.jpg,0.34825,,,1296,922
1247,canadaPencil,MC2-Image-Data/Person28/Person28_2.jpg,0.26561,1896,515,1761,2107
1248,cloudSign,MC2-Image-Data/Person28/Person28_2.jpg,0.33202,1506,535,1304,1704
1249,eyeball,MC2-Image-Data/Person28/Person28_2.jpg,0.38037,793,1039,1008,767
1250,metalKey,MC2-Image-Data/Person28/Person28_2.jpg,0.46476999999999996,1896,696,1667,1402
1251,pinkCandle,MC2-Image-Data/Person28/Person28_2.jpg,0.27002,1667,1573,377,938
1252,sign,MC2-Image-Data/Person28/Person28_2.jpg,0.47981,1331,726,1640,2309
1253,silverStraw,MC2-Image-Data/Person28/Person28_2.jpg,0.39347,1922,807,2124,1160
1254,blueSunglasses,MC2-Image-Data/Person28/Person28_2.jpg,0.34643,484,1351,1627,515
1255,stickerBox,MC2-Image-Data/Person28/Person28_2.jpg,0.38008000000000003,861,938,901,948
1256,yellowBag,MC2-Image-Data/Person28/Person28_2.jpg,0.3287,1896,1089,2151,1946
1257,cloudSign,MC2-Image-Data/Person28/Person28_3.jpg,0.44299999999999995,1062,817,995,1129
1258,eyeball,MC2-Image-Data/Person28/Person28_3.jpg,0.5897399999999999,2568,1150,820,525
1259,metalKey,MC2-Image-Data/Person28/Person28_3.jpg,0.48951999999999996,1358,767,1573,1271
1260,pinkCandle,MC2-Image-Data/Person28/Person28_3.jpg,0.26295,1371,817,404,1180
1261,redWhistle,MC2-Image-Data/Person28/Person28_3.jpg,0.32900999999999997,807,857,1519,1069
1262,blueSunglasses,MC2-Image-Data/Person28/Person28_3.jpg,0.28245,2285,1452,914,303
1263,hairClip,MC2-Image-Data/Person28/Person28_3.jpg,0.47518999999999995,1076,736,1008,1361
1264,lavenderDie,MC2-Image-Data/Person28/Person28_3.jpg,0.55333,2487,1301,457,575
1265,stickerBox,MC2-Image-Data/Person28/Person28_3.jpg,0.44056000000000006,1344,1069,471,706
1266,yellowBag,MC2-Image-Data/Person28/Person28_3.jpg,0.34635,2070,1029,1976,2006
1267,eyeball,MC2-Image-Data/Person28/Person28_1.jpg,0.43523,1519,857,1264,676
1268,metalKey,MC2-Image-Data/Person28/Person28_1.jpg,0.31101,1667,1049,1560,1129
1269,pumpkinNotes,MC2-Image-Data/Person28/Person28_1.jpg,0.34301,646,394,1869,1976
1270,sign,MC2-Image-Data/Person28/Person28_1.jpg,0.42158,1694,464,1533,2289
1271,silverStraw,MC2-Image-Data/Person28/Person28_1.jpg,0.40026,2178,817,1869,1160
1272,blueSunglasses,MC2-Image-Data/Person28/Person28_1.jpg,0.27796,1224,1190,1291,394
1273,stickerBox,MC2-Image-Data/Person28/Person28_1.jpg,0.47479,632,777,1304,1694
